,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,206,8,44,5,0,0,0,110,66,28,67,4
layer_1,57,38,3,50,26,0,6,32,0,95,0,0
layer_2,0,1,0,0,0,0,12,0,0,86,0,24
layer_3,0,0,17,0,87,0,0,0,0,0,20,66
layer_4,0,242,0,6,0,0,36,0,4,1,0,0
layer_5,59,13,0,1,54,9,0,143,1,1,0,2
layer_6,0,0,24,66,0,1,0,0,20,21,106,186
layer_7,4,38,251,203,6,0,4,0,7,0,7,89
layer_8,20,3,5,89,35,61,154,192,286,2,19,15
layer_9,0,78,31,35,8,10,19,6,23,3,0,4
layer_10,19,20,36,5,6,245,4,7,0,50,27,31
layer_11,60,5,0,60,122,83,24,53,94,47,18,81
