,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0069211232,0.004037948,0.0110066645,0.0019608089,0.005200851,0.0046252497,0.010674202,0.0012851714,0.015384764,0.007453346,0.004659455,0.0042833723
1,0.001591169,0.0011627688,0.00053583895,0.0019491526,0.001232181,0.008139827,0.0011476275,0.0009651921,0.005263986,0.00047215266,0.0012169379,0.0065379213
2,0.005201939,1.18098405e-05,0.004975359,0.0008924444,0.0017178942,0.0012627144,0.002909082,0.0009365887,0.0011216911,0.0011187872,0.0023238529,0.0018663257
3,0.0011426714,0.0019628278,0.0004572674,0.0033698864,0.002228315,0.002489796,0.00060517795,0.00047147294,0.0010072447,0.005326812,0.00082061224,0.00078175974
4,0.001859036,0.0010162483,0.0064017223,0.00065336726,0.0015485511,0.0011817056,0.003669881,0.0004060202,0.00011664775,0.00094493723,0.009717034,0.0008060867
5,0.0018747253,0.0002255966,0.014004136,0.0025223915,0.0011297938,0.00084267854,0.0006040561,0.00047685378,0.001837056,0.00022661344,0.00039718414,0.0014572177
6,0.008786754,0.0033417484,0.00026044753,0.0013212175,0.0011990905,0.001956439,0.0017407632,0.0003908977,0.0005753206,0.00045607192,0.00021284052,0.0005160376
7,0.0079723,0.00016008348,0.0018454143,0.0004954238,0.0010612839,7.1580657e-06,0.00035379743,0.0005767907,0.0018164288,0.0024864883,0.0016991668,0.00074910815
8,0.00027470203,0.00018772206,0.0034124034,0.0007442459,2.929423e-05,3.9007005e-05,0.0005909583,0.0014661907,0.004616855,0.0016103892,0.00082507986,0.0023604333
9,0.0007093023,0.0002949722,0.00021569982,0.001369021,0.00037790553,0.0026447682,0.00072126935,0.00024241925,0.00056882337,0.00016592123,0.000904033,0.0007895514
10,0.00036124772,0.00016359288,0.00059387775,0.00029696213,0.00061400316,0.0022441861,0.0013694698,0.0036790094,0.0014533413,0.0009337646,0.0006752936,0.0009234355
11,0.0014431756,0.00032710755,0.0003154609,0.00030193318,0.0025331827,0.00041866035,0.0010198546,0.0004547168,0.00045678148,0.0005327811,0.0011765041,0.00089582574
